1.114000000000000057e+02	5.514999999999999858e+01	2.157359999999999673e+03	1.343999999999999950e+01	2.273999999999999844e+01
1.085000000000000000e+02	5.088000000000000256e+01	2.551849999999999909e+03	1.343999999999999950e+01	2.869999999999999929e+01
1.067000000000000028e+02	4.913000000000000256e+01	2.723400000000000091e+03	1.256000000000000050e+01	2.812000000000000099e+01
1.067000000000000028e+02	5.015999999999999659e+01	2.823400000000000091e+03	1.446000000000000085e+01	3.166000000000000014e+01
1.067000000000000028e+02	5.209000000000000341e+01	2.350629999999999654e+03	1.364000000000000057e+01	2.423999999999999844e+01
1.062000000000000028e+02	4.884000000000000341e+01	2.376180000000000291e+03	1.197000000000000064e+01	2.828999999999999915e+01
1.055999999999999943e+02	5.113000000000000256e+01	2.487509999999999764e+03	1.427999999999999936e+01	2.610000000000000142e+01
1.050000000000000000e+02	5.036999999999999744e+01	2.387639999999999873e+03	1.294999999999999929e+01	2.223000000000000043e+01
1.049000000000000057e+02	5.004999999999999716e+01	2.685599999999999909e+03	1.464000000000000057e+01	2.891000000000000014e+01
1.047000000000000028e+02	5.122999999999999687e+01	2.151000000000000000e+03	1.409999999999999964e+01	2.558999999999999986e+01
1.042999999999999972e+02	5.036999999999999744e+01	2.846139999999999873e+03	1.516999999999999993e+01	2.585999999999999943e+01
1.040999999999999943e+02	4.992999999999999972e+01	2.278079999999999927e+03	1.450999999999999979e+01	2.782000000000000028e+01
1.040000000000000000e+02	5.039000000000000057e+01	2.096380000000000109e+03	1.408999999999999986e+01	2.760000000000000142e+01
1.040000000000000000e+02	4.992000000000000171e+01	2.198759999999999764e+03	1.361999999999999922e+01	2.567000000000000171e+01
1.037000000000000028e+02	5.043999999999999773e+01	2.457259999999999764e+03	1.418999999999999950e+01	2.455000000000000071e+01
1.035999999999999943e+02	4.907999999999999829e+01	2.899349999999999909e+03	1.355000000000000071e+01	2.312999999999999901e+01
1.027000000000000028e+02	4.939999999999999858e+01	2.695550000000000182e+03	1.593999999999999950e+01	3.100000000000000000e+01
1.025999999999999943e+02	5.061999999999999744e+01	2.214900000000000091e+03	1.433999999999999986e+01	2.487999999999999901e+01
1.025999999999999943e+02	4.843999999999999773e+01	2.227199999999999818e+03	1.341999999999999993e+01	2.969000000000000128e+01
1.025000000000000000e+02	4.932000000000000028e+01	2.297420000000000073e+03	1.474000000000000021e+01	2.860000000000000142e+01
1.024000000000000057e+02	4.807000000000000028e+01	2.797400000000000091e+03	1.450000000000000000e+01	2.719999999999999929e+01
1.020000000000000000e+02	5.002000000000000313e+01	2.758860000000000127e+03	1.630999999999999872e+01	2.932999999999999829e+01
