1.114000000000000057e+02	5.514999999999999902e-01	2.157359999999999556e-01	1.343999999999999917e-01	2.273999999999999910e-01
1.085000000000000000e+02	5.088000000000000300e-01	2.551849999999999952e-01	1.343999999999999917e-01	2.869999999999999774e-01
1.067000000000000028e+02	4.913000000000000145e-01	2.723400000000000265e-01	1.256000000000000172e-01	2.812000000000000055e-01
1.067000000000000028e+02	5.015999999999999348e-01	2.823400000000000354e-01	1.446000000000000063e-01	3.165999999999999925e-01
1.067000000000000028e+02	5.209000000000000297e-01	2.350629999999999664e-01	1.363999999999999935e-01	2.423999999999999766e-01
1.062000000000000028e+02	4.884000000000000563e-01	2.376180000000000236e-01	1.197000000000000008e-01	2.828999999999999848e-01
1.055999999999999943e+02	5.112999999999999767e-01	2.487509999999999721e-01	1.427999999999999825e-01	2.610000000000000098e-01
1.050000000000000000e+02	5.036999999999999256e-01	2.387639999999999763e-01	1.295000000000000040e-01	2.222999999999999976e-01
1.049000000000000057e+02	5.004999999999999449e-01	2.685599999999999654e-01	1.464000000000000024e-01	2.891000000000000236e-01
1.047000000000000028e+02	5.122999999999999776e-01	2.151000000000000134e-01	1.409999999999999865e-01	2.559000000000000163e-01
1.042999999999999972e+02	5.036999999999999256e-01	2.846139999999999781e-01	1.517000000000000015e-01	2.585999999999999965e-01
1.040999999999999943e+02	4.993000000000000216e-01	2.278079999999999827e-01	1.451000000000000068e-01	2.782000000000000028e-01
1.040000000000000000e+02	5.039000000000000146e-01	2.096380000000000188e-01	1.408999999999999975e-01	2.760000000000000231e-01
1.040000000000000000e+02	4.992000000000000326e-01	2.198759999999999881e-01	1.361999999999999877e-01	2.567000000000000393e-01
1.037000000000000028e+02	5.043999999999999595e-01	2.457259999999999722e-01	1.418999999999999984e-01	2.454999999999999960e-01
1.035999999999999943e+02	4.907999999999999585e-01	2.899349999999999983e-01	1.355000000000000093e-01	2.312999999999999778e-01
1.027000000000000028e+02	4.939999999999999947e-01	2.695550000000000446e-01	1.593999999999999861e-01	3.099999999999999978e-01
1.025999999999999943e+02	5.061999999999999833e-01	2.214900000000000202e-01	1.433999999999999997e-01	2.487999999999999934e-01
1.025999999999999943e+02	4.843999999999999972e-01	2.227199999999999736e-01	1.341999999999999860e-01	2.968999999999999972e-01
1.025000000000000000e+02	4.932000000000000273e-01	2.297420000000000018e-01	1.474000000000000032e-01	2.860000000000000320e-01
1.024000000000000057e+02	4.807000000000000162e-01	2.797399999999999887e-01	1.449999999999999900e-01	2.720000000000000195e-01
1.020000000000000000e+02	5.001999999999999780e-01	2.758860000000000201e-01	1.630999999999999950e-01	2.933000000000000052e-01
1.019000000000000057e+02	4.792000000000000148e-01	2.153400000000000036e-01	1.361999999999999877e-01	2.913999999999999924e-01
1.017000000000000028e+02	4.828999999999999959e-01	2.414659999999999862e-01	1.451999999999999957e-01	2.822999999999999954e-01
1.010999999999999943e+02	4.904000000000000026e-01	2.304720000000000379e-01	1.484000000000000041e-01	2.515000000000000013e-01
1.010000000000000000e+02	4.797000000000000153e-01	2.554109999999999436e-01	1.461999999999999966e-01	2.721999999999999975e-01
1.007000000000000028e+02	4.799999999999999822e-01	2.363480000000000580e-01	1.390000000000000124e-01	2.641999999999999904e-01
1.002000000000000028e+02	4.793000000000000038e-01	2.584790000000000143e-01	1.541000000000000147e-01	2.705000000000000182e-01
1.000999999999999943e+02	4.710000000000000298e-01	2.633059999999999845e-01	1.509999999999999953e-01	2.917000000000000148e-01
1.000000000000000000e+02	4.743999999999999884e-01	2.462400000000000144e-01	1.512000000000000011e-01	2.837000000000000077e-01
1.112000000000000028e+02	5.513000000000000123e-01	2.286359999999999781e-01	1.340000000000000080e-01	2.237000000000000099e-01
1.107999999999999972e+02	5.282999999999999918e-01	2.648910000000000431e-01	1.363000000000000045e-01	2.946000000000000285e-01
1.102999999999999972e+02	5.249000000000000332e-01	2.560769999999999991e-01	1.287999999999999978e-01	2.626000000000000001e-01
1.090999999999999943e+02	5.109000000000000208e-01	2.075519999999999865e-01	1.152999999999999997e-01	2.716000000000000081e-01
1.090000000000000000e+02	5.119000000000000217e-01	1.809709999999999930e-01	1.142999999999999988e-01	2.700000000000000178e-01
1.090000000000000000e+02	5.364999999999999769e-01	2.729950000000000432e-01	1.360000000000000098e-01	2.336000000000000021e-01
1.085999999999999943e+02	5.021999999999999797e-01	2.588520000000000265e-01	1.224999999999999978e-01	2.673999999999999710e-01
1.080000000000000000e+02	4.949999999999999956e-01	2.300999999999999990e-01	1.141999999999999960e-01	2.935999999999999721e-01
1.077000000000000028e+02	5.106000000000000538e-01	2.005640000000000200e-01	1.140000000000000041e-01	2.342000000000000193e-01
1.075999999999999943e+02	5.102999999999999758e-01	2.688579999999999304e-01	1.286999999999999811e-01	2.550999999999999934e-01
1.075999999999999943e+02	5.223999999999999755e-01	2.667660000000000031e-01	1.467999999999999861e-01	2.660000000000000142e-01
