1.102999999999999972e+02	5.524000000000000199e+01	2.969999999999999929e+01	1.374000000000000021e+01	2.219999999999999929e+01
1.102000000000000028e+02	5.265999999999999659e+01	3.379999999999999716e+01	1.435999999999999943e+01	2.664999999999999858e+01
1.085999999999999943e+02	5.145000000000000284e+01	2.580000000000000071e+01	1.171000000000000085e+01	2.557000000000000028e+01
1.077000000000000028e+02	5.257000000000000028e+01	2.860000000000000142e+01	1.385999999999999943e+01	2.882999999999999829e+01
1.075999999999999943e+02	5.154999999999999716e+01	3.080000000000000071e+01	1.365000000000000036e+01	3.135000000000000142e+01
1.067000000000000028e+02	5.246000000000000085e+01	3.080000000000000071e+01	1.490000000000000036e+01	2.635999999999999943e+01
1.059000000000000057e+02	5.306000000000000227e+01	2.580000000000000071e+01	1.396000000000000085e+01	2.053999999999999915e+01
1.055999999999999943e+02	5.117999999999999972e+01	3.450000000000000000e+01	1.388000000000000078e+01	2.696999999999999886e+01
1.050000000000000000e+02	4.975999999999999801e+01	2.989999999999999858e+01	1.400000000000000000e+01	3.094999999999999929e+01
1.042000000000000028e+02	5.057000000000000028e+01	2.550000000000000000e+01	1.399000000000000021e+01	2.542000000000000171e+01
1.035999999999999943e+02	4.917000000000000171e+01	2.810000000000000142e+01	1.383000000000000007e+01	2.878999999999999915e+01
1.035999999999999943e+02	5.057000000000000028e+01	2.419999999999999929e+01	1.303999999999999915e+01	2.180000000000000071e+01
1.030000000000000000e+02	4.911999999999999744e+01	2.710000000000000142e+01	1.342999999999999972e+01	2.660999999999999943e+01
1.029000000000000057e+02	4.882999999999999829e+01	2.739999999999999858e+01	1.305000000000000071e+01	2.551000000000000156e+01
1.027000000000000028e+02	4.890999999999999659e+01	2.480000000000000071e+01	1.402999999999999936e+01	2.923999999999999844e+01
1.027000000000000028e+02	4.982000000000000028e+01	2.500000000000000000e+01	1.390000000000000036e+01	2.532000000000000028e+01
1.027000000000000028e+02	5.172999999999999687e+01	2.439999999999999858e+01	1.422000000000000064e+01	2.217999999999999972e+01
1.017000000000000028e+02	4.724000000000000199e+01	2.610000000000000142e+01	1.332000000000000028e+01	3.098000000000000043e+01
1.015999999999999943e+02	4.785000000000000142e+01	2.930000000000000071e+01	1.427999999999999936e+01	3.028000000000000114e+01
1.010999999999999943e+02	5.032000000000000028e+01	2.630000000000000071e+01	1.408000000000000007e+01	2.007999999999999829e+01
1.009000000000000057e+02	4.874000000000000199e+01	2.819999999999999929e+01	1.425999999999999979e+01	2.826999999999999957e+01
1.009000000000000057e+02	4.764000000000000057e+01	2.360000000000000142e+01	1.269999999999999929e+01	2.792000000000000171e+01
1.007999999999999972e+02	4.732999999999999829e+01	2.650000000000000000e+01	1.298000000000000043e+01	2.814999999999999858e+01
1.004000000000000057e+02	4.700999999999999801e+01	2.589999999999999858e+01	1.356000000000000050e+01	2.935999999999999943e+01
1.000999999999999943e+02	4.727000000000000313e+01	3.050000000000000000e+01	1.376999999999999957e+01	2.735999999999999943e+01
9.950000000000000000e+01	4.811999999999999744e+01	2.000000000000000000e+01	1.249000000000000021e+01	2.489000000000000057e+01
9.890000000000000568e+01	4.846000000000000085e+01	1.969999999999999929e+01	1.369999999999999929e+01	2.537000000000000099e+01
9.829999999999999716e+01	4.597999999999999687e+01	3.100000000000000000e+01	1.324000000000000021e+01	2.573999999999999844e+01
9.820000000000000284e+01	4.771999999999999886e+01	2.339999999999999858e+01	1.434999999999999964e+01	2.696000000000000085e+01
9.779999999999999716e+01	4.754999999999999716e+01	2.610000000000000142e+01	1.423000000000000043e+01	2.460000000000000142e+01
